                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                0.91972,                0.51806,                  1.042,                0.80629,                0.65009,                0.68947,                0.34606,                 1.6147,                0.99599,                 1.4945,             0.00066089,             0.00066089,             0.00066089
                    144,                0.92407,                0.53219,                 1.0546,                0.85402,                0.82003,                0.84288,                0.43343,                 1.3847,                0.70239,                 1.3119,             0.00066013,             0.00066013,             0.00066013
                    145,                0.88651,                0.51146,                 1.0345,                0.86649,                0.80546,                0.85816,                0.45405,                 1.4024,                0.67547,                 1.3167,             0.00065937,             0.00065937,             0.00065937
                    146,                 0.8648,                0.50258,                 1.0149,                0.79582,                0.81634,                0.83407,                0.44183,                 1.3998,                0.68172,                 1.3303,             0.00065861,             0.00065861,             0.00065861
                    147,                0.88002,                0.50165,                  1.025,                0.85916,                0.76111,                0.78378,                0.39828,                 1.4464,                0.72616,                  1.359,             0.00065785,             0.00065785,             0.00065785
                    148,                0.89675,                0.51638,                 1.0331,                0.80168,                0.80986,                0.83053,                0.42584,                 1.4035,                0.69763,                 1.3302,             0.00065709,             0.00065709,             0.00065709
                    149,                0.88167,                0.50697,                 1.0271,                0.85132,                0.84988,                0.85169,                0.45181,                 1.3751,                0.68037,                 1.3124,             0.00065633,             0.00065633,             0.00065633
                    150,                0.87854,                0.50328,                 1.0332,                0.82694,                0.81852,                0.83023,                0.44381,                 1.3874,                0.71667,                 1.3109,             0.00065556,             0.00065556,             0.00065556
                    151,                0.86706,                0.49997,                 1.0239,                0.86288,                0.82096,                0.83508,                0.43745,                  1.438,                0.70314,                 1.3377,              0.0006548,              0.0006548,              0.0006548
                    152,                0.91407,                0.51549,                 1.0393,                0.82299,                0.81599,                0.82504,                0.42761,                 1.4136,                0.70257,                 1.3303,             0.00065404,             0.00065404,             0.00065404
                    153,                0.86571,                0.49909,                 1.0197,                0.83442,                0.81726,                0.83024,                0.43846,                 1.3795,                0.68899,                 1.3212,             0.00065328,             0.00065328,             0.00065328
                    154,                0.86934,                0.49629,                 1.0252,                0.85615,                0.78486,                0.84202,                0.43787,                 1.4005,                0.68776,                 1.3197,             0.00065252,             0.00065252,             0.00065252
                    155,                 0.8622,                0.49663,                 1.0176,                0.84645,                0.85785,                0.85415,                0.45292,                 1.4236,                0.66226,                 1.3406,             0.00065176,             0.00065176,             0.00065176
                    156,                0.86607,                0.49601,                 1.0133,                0.86618,                0.75639,                 0.7932,                0.41734,                 1.4292,                0.70537,                  1.347,               0.000651,               0.000651,               0.000651
                    157,                  0.846,                0.48972,                 1.0157,                0.80639,                0.81475,                0.82853,                0.43325,                 1.4072,                0.70614,                 1.3409,             0.00065024,             0.00065024,             0.00065024
                    158,                 0.8475,                0.49427,                 1.0138,                0.81378,                0.83783,                0.83068,                0.44063,                 1.3985,                 0.6661,                 1.3273,             0.00064947,             0.00064947,             0.00064947
                    159,                0.86541,                0.49717,                 1.0229,                0.86041,                0.83394,                0.85161,                0.45771,                 1.3649,                0.65596,                 1.3091,             0.00064871,             0.00064871,             0.00064871
                    160,                0.85451,                0.50016,                 1.0176,                0.82946,                0.81744,                0.83353,                0.43532,                 1.3798,                0.68393,                 1.3081,             0.00064795,             0.00064795,             0.00064795
                    161,                0.85043,                  0.494,                  1.005,                0.83517,                0.83742,                0.83722,                0.44543,                  1.393,                0.70756,                 1.3063,             0.00064719,             0.00064719,             0.00064719
                    162,                0.84442,                0.49263,                 1.0034,                0.82466,                0.80103,                0.82586,                0.44993,                 1.3957,                0.68844,                 1.3144,             0.00064643,             0.00064643,             0.00064643
                    163,                 0.8167,                0.47357,                0.99561,                0.90596,                0.74146,                0.82565,                 0.4383,                 1.4169,                0.66122,                 1.3273,             0.00064567,             0.00064567,             0.00064567
                    164,                0.83014,                0.48399,                 1.0027,                 0.8201,                 0.8283,                0.82755,                0.45177,                 1.3748,                 0.6697,                 1.3085,             0.00064491,             0.00064491,             0.00064491
                    165,                0.84052,                0.48113,                 1.0037,                0.81493,                0.78105,                0.82449,                0.44341,                  1.402,                0.67881,                 1.3262,             0.00064415,             0.00064415,             0.00064415
                    166,                0.81687,                0.47738,                0.99659,                0.83958,                0.82181,                0.83064,                0.44606,                 1.3705,                0.64639,                 1.3192,             0.00064338,             0.00064338,             0.00064338
                    167,                0.82935,                0.47522,                 0.9947,                 0.7816,                0.82197,                0.85205,                 0.4452,                 1.3997,                0.68633,                  1.341,             0.00064262,             0.00064262,             0.00064262
                    168,                0.85566,                 0.4899,                 1.0151,                0.81882,                0.79911,                0.85603,                0.45985,                 1.4004,                0.67709,                 1.3171,             0.00064186,             0.00064186,             0.00064186
                    169,                0.84617,                0.48461,                 1.0151,                0.86842,                0.70511,                 0.7869,                0.39438,                 1.4762,                0.75136,                 1.3681,              0.0006411,              0.0006411,              0.0006411
                    170,                0.83243,                 0.4803,                 1.0046,                0.81267,                0.82476,                0.83936,                0.44135,                 1.4006,                0.66566,                 1.3307,             0.00064034,             0.00064034,             0.00064034
                    171,                0.84966,                0.48841,                  1.017,                0.85028,                0.87021,                0.86584,                0.45985,                 1.4013,                0.65837,                 1.3098,             0.00063958,             0.00063958,             0.00063958
                    172,                 0.8385,                0.48113,                 1.0033,                0.83467,                0.82725,                0.83264,                0.44525,                 1.3796,                 0.6659,                 1.3136,             0.00063882,             0.00063882,             0.00063882
                    173,                0.81656,                0.47664,                0.99491,                0.86484,                0.82148,                0.86211,                0.45178,                 1.3737,                0.65816,                 1.3075,             0.00063805,             0.00063805,             0.00063805
                    174,                0.81469,                0.47266,                 0.9981,                0.85942,                0.82682,                 0.8461,                 0.4402,                 1.4205,                0.71513,                 1.3245,             0.00063729,             0.00063729,             0.00063729
                    175,                0.78926,                0.45946,                0.98826,                0.87659,                0.81225,                0.84892,                0.46127,                 1.3591,                0.65328,                 1.3001,             0.00063653,             0.00063653,             0.00063653
                    176,                0.80865,                0.46796,                0.99811,                 0.8181,                0.81389,                0.85319,                0.46467,                  1.378,                0.65394,                 1.2998,             0.00063577,             0.00063577,             0.00063577
                    177,                0.80729,                0.46815,                0.99448,                0.86328,                0.85564,                  0.874,                0.45554,                 1.3737,                0.62966,                 1.3021,             0.00063501,             0.00063501,             0.00063501
                    178,                0.80861,                0.46202,                 0.9924,                0.85781,                0.69367,                0.76447,                0.39337,                  1.516,                0.84465,                 1.3852,             0.00063425,             0.00063425,             0.00063425
                    179,                0.81416,                0.46543,                0.99372,                0.84501,                0.82592,                0.84823,                0.46119,                 1.3495,                0.65129,                 1.2937,             0.00063349,             0.00063349,             0.00063349
                    180,                0.82474,                0.47342,                0.99937,                0.74438,                0.76725,                0.79121,                0.40587,                 1.4336,                0.73132,                 1.3487,             0.00063273,             0.00063273,             0.00063273
                    181,                0.83052,                0.48015,                0.99851,                0.82019,                0.84085,                0.85145,                0.45489,                 1.3555,                0.64269,                 1.2943,             0.00063196,             0.00063196,             0.00063196
                    182,                0.80574,                0.47098,                0.99141,                0.87648,                 0.7867,                0.85911,                0.44512,                 1.3847,                0.65845,                 1.3102,              0.0006312,              0.0006312,              0.0006312
                    183,                0.78265,                0.45968,                 0.9797,                0.83469,                0.81561,                0.83718,                0.44718,                 1.3485,                0.65922,                 1.2984,             0.00063044,             0.00063044,             0.00063044
                    184,                 0.7878,                 0.4566,                0.98578,                0.84138,                0.79144,                0.83848,                0.43582,                 1.4068,                0.66109,                 1.3339,             0.00062968,             0.00062968,             0.00062968
                    185,                0.80067,                0.46324,                0.98782,                0.88266,                0.83657,                0.86177,                0.45058,                 1.4105,                0.64467,                 1.3257,             0.00062892,             0.00062892,             0.00062892
                    186,                0.79639,                0.45655,                0.98645,                0.86618,                 0.8375,                0.86955,                0.45293,                 1.3992,                0.64454,                 1.3144,             0.00062816,             0.00062816,             0.00062816
                    187,                0.80611,                0.46779,                 0.9968,                0.83529,                0.84248,                0.84398,                 0.4547,                  1.381,                0.64385,                 1.3167,              0.0006274,              0.0006274,              0.0006274
                    188,                0.79576,                0.45968,                0.97904,                0.84492,                0.83283,                0.83928,                0.43261,                  1.392,                0.66792,                 1.3276,             0.00062664,             0.00062664,             0.00062664
                    189,                0.79741,                0.46101,                0.98576,                0.83545,                0.81335,                0.82088,                0.43444,                 1.4048,                0.66107,                 1.3246,             0.00062587,             0.00062587,             0.00062587
                    190,                0.76919,                0.44366,                0.97461,                 0.8624,                0.79968,                0.83724,                0.45944,                 1.3808,                0.64929,                 1.3079,             0.00062511,             0.00062511,             0.00062511
                    191,                 0.7628,                0.44136,                0.97072,                0.89947,                0.74239,                0.83747,                0.44797,                 1.3819,                 0.6557,                 1.3103,             0.00062435,             0.00062435,             0.00062435
                    192,                0.76953,                0.44054,                0.97401,                0.83088,                0.82364,                0.85417,                0.46848,                 1.3546,                0.63932,                 1.3024,             0.00062359,             0.00062359,             0.00062359
                    193,                0.73993,                0.43915,                0.97013,                0.84353,                0.82563,                0.84292,                0.46316,                 1.3562,                0.65332,                 1.3168,             0.00062283,             0.00062283,             0.00062283
                    194,                0.74541,                0.43941,                0.96579,                0.77288,                0.79697,                 0.8203,                 0.4509,                 1.3724,                0.65989,                 1.3069,             0.00062207,             0.00062207,             0.00062207
                    195,                0.75665,                0.44495,                0.96802,                0.83545,                0.82526,                0.85119,                0.45311,                 1.3714,                0.66628,                 1.3143,             0.00062131,             0.00062131,             0.00062131
                    196,                0.75502,                0.44788,                0.96821,                0.82465,                0.82346,                0.83623,                 0.4522,                 1.3738,                0.65722,                 1.3015,             0.00062054,             0.00062054,             0.00062054
                    197,                0.75788,                 0.4443,                0.97148,                0.78394,                0.82542,                0.82528,                0.44695,                 1.3916,                0.67007,                 1.3166,             0.00061978,             0.00061978,             0.00061978
                    198,                0.74574,                0.43918,                0.96944,                0.84522,                 0.8281,                0.83615,                0.44542,                 1.3938,                0.65944,                 1.3237,             0.00061902,             0.00061902,             0.00061902
                    199,                0.75265,                0.44494,                0.96946,                0.83288,                0.81143,                0.81082,                0.45235,                 1.3893,                0.64788,                 1.3261,             0.00061826,             0.00061826,             0.00061826
                    200,                0.78285,                0.44746,                0.97867,                0.87041,                0.84354,                0.84617,                 0.4561,                 1.4005,                0.67608,                 1.3212,              0.0006175,              0.0006175,              0.0006175
                    201,                0.76154,                0.44364,                0.97278,                0.83469,                0.80349,                0.83857,                0.45183,                 1.3825,                 0.6644,                 1.3215,             0.00061674,             0.00061674,             0.00061674
                    202,                0.75453,                0.44153,                 0.9738,                0.84982,                0.83294,                 0.8562,                 0.4579,                 1.3556,                0.64118,                 1.3111,             0.00061598,             0.00061598,             0.00061598
                    203,                0.75466,                0.43578,                0.97001,                0.83924,                0.80136,                 0.8255,                0.45706,                  1.349,                0.64679,                 1.3056,             0.00061522,             0.00061522,             0.00061522
                    204,                0.74867,                0.43889,                0.96259,                0.82075,                0.83661,                0.84471,                0.47071,                  1.367,                0.64643,                 1.3045,             0.00061445,             0.00061445,             0.00061445
                    205,                0.76356,                0.44607,                0.96939,                0.84492,                0.82096,                0.85025,                0.44607,                 1.3625,                0.65647,                 1.3168,             0.00061369,             0.00061369,             0.00061369
                    206,                0.77586,                0.44717,                0.97391,                0.85522,                0.81338,                0.84078,                0.45124,                 1.3474,                0.63303,                 1.3062,             0.00061293,             0.00061293,             0.00061293
                    207,                 0.7342,                0.42949,                0.95906,                0.83781,                0.85127,                0.85582,                0.46383,                 1.3648,                0.61791,                  1.308,             0.00061217,             0.00061217,             0.00061217
                    208,                0.74897,                0.43269,                0.96885,                0.84014,                0.81868,                0.83146,                0.45007,                 1.3894,                0.64288,                 1.3089,             0.00061141,             0.00061141,             0.00061141
                    209,                0.71286,                0.42424,                0.95216,                 0.8761,                0.83347,                0.85473,                0.45291,                 1.3768,                0.63945,                 1.3107,             0.00061065,             0.00061065,             0.00061065
                    210,                0.72087,                0.42251,                 0.9564,                0.83107,                0.82493,                0.85177,                0.45377,                 1.3633,                0.64454,                 1.3058,             0.00060989,             0.00060989,             0.00060989
                    211,                0.71788,                0.42139,                0.95301,                0.87435,                0.80484,                0.84025,                0.45464,                  1.367,                0.64563,                 1.2993,             0.00060912,             0.00060912,             0.00060912
                    212,                0.72229,                0.42751,                0.95939,                0.84788,                0.83185,                0.85767,                0.45185,                 1.3651,                0.64037,                 1.3071,             0.00060836,             0.00060836,             0.00060836
                    213,                0.71487,                0.42224,                0.96104,                0.82617,                0.82713,                0.84195,                0.45821,                   1.35,                0.62196,                 1.3044,              0.0006076,              0.0006076,              0.0006076
                    214,                0.70646,                0.41351,                0.94813,                0.81913,                 0.8269,                0.84462,                0.45781,                 1.3484,                0.61384,                 1.2939,             0.00060684,             0.00060684,             0.00060684
                    215,                 0.7163,                0.42365,                0.95739,                0.85899,                 0.8072,                0.82987,                0.45769,                 1.3499,                0.63562,                 1.2964,             0.00060608,             0.00060608,             0.00060608
                    216,                0.70397,                0.42026,                0.95622,                0.82311,                0.82411,                0.85071,                0.45968,                 1.3505,                0.63801,                  1.308,             0.00060532,             0.00060532,             0.00060532
                    217,                0.70492,                0.41912,                0.95339,                0.89701,                0.80888,                0.85028,                0.47181,                 1.3438,                0.63702,                 1.2944,             0.00060456,             0.00060456,             0.00060456
                    218,                0.70982,                0.42102,                0.95163,                0.82322,                0.82012,                0.83562,                0.45118,                 1.3838,                0.64991,                 1.3105,              0.0006038,              0.0006038,              0.0006038
                    219,                0.74734,                0.43009,                0.96872,                0.84236,                0.79836,                0.82208,                 0.4508,                 1.3506,                0.64014,                 1.2953,             0.00060303,             0.00060303,             0.00060303
                    220,                0.72496,                0.42448,                0.95923,                0.85964,                0.82631,                0.81562,                0.46065,                 1.3627,                0.65087,                 1.2975,             0.00060227,             0.00060227,             0.00060227
                    221,                0.70561,                0.41602,                0.94711,                0.85988,                0.81848,                0.84497,                0.47096,                  1.349,                0.61338,                 1.2852,             0.00060151,             0.00060151,             0.00060151
                    222,                0.73008,                0.42065,                0.95705,                0.88471,                0.72799,                0.78238,                0.42451,                 1.4083,                0.66215,                 1.3299,             0.00060075,             0.00060075,             0.00060075
                    223,                 0.7092,                 0.4141,                 0.9538,                0.86482,                 0.7886,                0.80203,                0.45264,                 1.3461,                0.64674,                 1.3007,             0.00059999,             0.00059999,             0.00059999
                    224,                0.71449,                 0.4143,                0.95194,                0.87109,                0.82203,                0.83915,                0.45216,                 1.3633,                 0.6589,                 1.3071,             0.00059923,             0.00059923,             0.00059923
                    225,                0.71284,                0.41427,                0.95066,                0.85802,                0.82255,                0.84374,                 0.4697,                 1.3523,                0.62817,                 1.3057,             0.00059847,             0.00059847,             0.00059847
                    226,                0.71202,                0.41673,                0.94735,                0.84985,                0.78425,                0.83705,                0.46947,                 1.3525,                0.62798,                 1.2928,             0.00059771,             0.00059771,             0.00059771
                    227,                0.71002,                0.41808,                 0.9473,                 0.7699,                 0.8449,                0.81654,                0.44031,                 1.3767,                0.67102,                 1.3148,             0.00059694,             0.00059694,             0.00059694
                    228,                0.71386,                0.41474,                0.95475,                0.82107,                0.81841,                0.84063,                0.47605,                  1.316,                0.61707,                 1.2864,             0.00059618,             0.00059618,             0.00059618
                    229,                0.68299,                0.40649,                0.94476,                0.80515,                0.80551,                0.81642,                 0.4564,                 1.3479,                0.61561,                    1.3,             0.00059542,             0.00059542,             0.00059542
                    230,                0.70797,                0.41078,                0.94785,                0.86247,                0.78729,                0.83542,                0.46854,                  1.327,                0.62147,                 1.2885,             0.00059466,             0.00059466,             0.00059466
                    231,                0.72149,                0.41633,                 0.9528,                0.75381,                0.60203,                0.64189,                0.31316,                 1.6317,                 1.1778,                 1.5149,              0.0005939,              0.0005939,              0.0005939
                    232,                0.74081,                0.41853,                0.95697,                0.81997,                0.82376,                0.83255,                0.44132,                 1.3564,                0.64462,                  1.299,             0.00059314,             0.00059314,             0.00059314
                    233,                0.72394,                0.41988,                0.95559,                0.77265,                0.80107,                0.80616,                0.44992,                 1.3637,                0.65402,                 1.3135,             0.00059238,             0.00059238,             0.00059238
                    234,                0.70101,                0.41013,                0.94603,                0.84996,                0.79262,                0.81249,                0.45812,                 1.3397,                0.60495,                  1.297,             0.00059161,             0.00059161,             0.00059161
                    235,                0.70035,                0.40973,                0.94437,                0.81845,                0.81746,                0.82266,                0.44778,                   1.35,                0.61245,                 1.3018,             0.00059085,             0.00059085,             0.00059085
                    236,                0.69384,                0.40526,                0.94629,                0.86948,                0.79407,                 0.8425,                0.46806,                 1.3601,                0.62947,                 1.3058,             0.00059009,             0.00059009,             0.00059009
                    237,                 0.6684,                  0.398,                0.93969,                0.81476,                0.79132,                0.80377,                0.44894,                 1.3632,                0.63315,                   1.29,             0.00058933,             0.00058933,             0.00058933
                    238,                0.65948,                0.39249,                0.93072,                0.86825,                0.80467,                0.84349,                0.46482,                 1.3538,                0.61701,                 1.2866,             0.00058857,             0.00058857,             0.00058857
                    239,                0.64039,                0.38959,                 0.9327,                0.89534,                0.80243,                0.83762,                0.46809,                 1.3441,                0.61227,                 1.3054,             0.00058781,             0.00058781,             0.00058781
                    240,                0.66856,                0.39696,                0.93503,                 0.8435,                0.82242,                0.80324,                0.44431,                 1.3531,                0.63746,                 1.2874,             0.00058705,             0.00058705,             0.00058705
                    241,                0.68125,                0.39804,                0.94198,                0.86342,                 0.8136,                0.82101,                0.45013,                 1.3515,                0.62852,                 1.3014,             0.00058629,             0.00058629,             0.00058629
                    242,                  0.664,                0.39287,                0.93247,                0.85828,                   0.79,                0.81623,                0.44631,                 1.3592,                0.63797,                 1.3155,             0.00058552,             0.00058552,             0.00058552
                    243,                0.65943,                0.39515,                0.93101,                0.85353,                0.82478,                0.83856,                0.46971,                 1.3319,                  0.605,                 1.3099,             0.00058476,             0.00058476,             0.00058476
                    244,                0.67534,                0.39675,                0.93748,                0.88746,                0.83143,                0.83977,                0.45933,                 1.3623,                 0.6302,                 1.3123,               0.000584,               0.000584,               0.000584
                    245,                0.67562,                0.39749,                0.93181,                0.88577,                 0.8038,                0.83364,                0.46005,                 1.3387,                 0.6272,                 1.3029,             0.00058324,             0.00058324,             0.00058324
                    246,                0.69561,                0.40591,                 0.9422,                0.88621,                 0.8229,                0.86326,                0.47687,                 1.3319,                0.62246,                 1.2965,             0.00058248,             0.00058248,             0.00058248
                    247,                0.68516,                0.39992,                 0.9393,                0.90027,                0.81841,                0.84759,                0.46864,                 1.3408,                 0.6074,                 1.3019,             0.00058172,             0.00058172,             0.00058172
                    248,                0.68275,                0.40244,                0.93761,                0.85725,                0.84872,                0.84474,                0.47247,                 1.3301,                0.61354,                 1.3063,             0.00058096,             0.00058096,             0.00058096
                    249,                0.66332,                0.39443,                0.92727,                0.84758,                0.85164,                0.84546,                0.46364,                 1.3462,                0.62005,                 1.2912,              0.0005802,              0.0005802,              0.0005802
                    250,                 0.6468,                 0.3866,                0.93127,                0.87057,                0.82328,                 0.8458,                0.46699,                 1.3556,                0.62274,                 1.3046,             0.00057943,             0.00057943,             0.00057943
                    251,                0.66243,                0.39299,                0.93213,                0.85142,                0.84329,                0.83664,                0.46353,                 1.3504,                0.61635,                 1.3047,             0.00057867,             0.00057867,             0.00057867
                    252,                0.66042,                0.38889,                0.92935,                0.79288,                 0.8465,                0.81986,                0.44689,                 1.3653,                0.60876,                 1.3077,             0.00057791,             0.00057791,             0.00057791
                    253,                0.66833,                0.39174,                0.93627,                0.85066,                0.84178,                0.84184,                 0.4606,                 1.3579,                0.62086,                 1.3102,             0.00057715,             0.00057715,             0.00057715
                    254,                0.65371,                0.39112,                0.92739,                0.82697,                0.79911,                0.80793,                0.45307,                  1.342,                 0.6344,                 1.2904,             0.00057639,             0.00057639,             0.00057639
                    255,                0.65591,                  0.397,                0.93492,                0.85647,                0.83167,                0.85296,                0.47646,                 1.3301,                0.61309,                 1.2864,             0.00057563,             0.00057563,             0.00057563
                    256,                0.66383,                  0.396,                0.92955,                0.82178,                0.86895,                0.84825,                0.47017,                  1.339,                0.61614,                 1.2832,             0.00057487,             0.00057487,             0.00057487
                    257,                0.66183,                0.39271,                0.93935,                0.80954,                0.84034,                0.80572,                0.44631,                 1.3499,                0.64256,                 1.3064,              0.0005741,              0.0005741,              0.0005741
                    258,                0.67012,                0.39915,                  0.936,                0.83647,                0.78269,                0.82336,                0.46077,                  1.345,                0.64617,                 1.3057,             0.00057334,             0.00057334,             0.00057334
                    259,                0.65435,                0.39101,                0.93128,                0.82219,                0.83626,                0.84701,                0.47878,                 1.3293,                0.60219,                 1.3051,             0.00057258,             0.00057258,             0.00057258
                    260,                 0.6409,                0.38637,                0.92661,                0.88308,                0.75725,                0.80944,                 0.4339,                 1.3522,                0.62507,                 1.3003,             0.00057182,             0.00057182,             0.00057182
                    261,                0.66439,                0.39409,                0.93316,                0.80025,                0.80978,                0.81949,                0.46433,                 1.3439,                 0.6072,                 1.2968,             0.00057106,             0.00057106,             0.00057106
                    262,                0.68863,                0.40235,                0.93598,                0.81823,                0.82674,                0.85767,                0.46749,                 1.3412,                0.60089,                 1.2838,              0.0005703,              0.0005703,              0.0005703
                    263,                0.66828,                0.38856,                0.93213,                0.85491,                0.77923,                0.82091,                0.45188,                 1.3852,                0.66879,                 1.3015,             0.00056954,             0.00056954,             0.00056954
                    264,                0.65709,                0.39009,                0.92838,                0.81504,                0.82566,                0.82076,                0.46005,                 1.3246,                0.60461,                 1.2867,             0.00056878,             0.00056878,             0.00056878
                    265,                0.64045,                0.38553,                 0.9293,                0.86717,                0.85537,                0.86536,                 0.4651,                 1.3283,                0.59501,                 1.2823,             0.00056801,             0.00056801,             0.00056801
                    266,                 0.6444,                0.38206,                0.92505,                0.88425,                0.77258,                0.84415,                0.45109,                 1.3399,                0.63863,                 1.2839,             0.00056725,             0.00056725,             0.00056725
                    267,                0.63362,                0.38152,                0.92529,                0.89292,                0.80406,                0.85673,                0.46698,                 1.3801,                0.66653,                 1.3203,             0.00056649,             0.00056649,             0.00056649
                    268,                 0.6387,                0.38321,                0.92446,                0.80173,                0.84503,                0.83495,                0.46165,                 1.3431,                0.61004,                 1.2879,             0.00056573,             0.00056573,             0.00056573
                    269,                0.64224,                0.38789,                0.92977,                0.85448,                0.81407,                0.84969,                0.47484,                 1.3399,                0.61556,                 1.2849,             0.00056497,             0.00056497,             0.00056497
                    270,                0.64679,                0.38788,                0.92666,                 0.8342,                   0.83,                0.83342,                0.46625,                 1.3374,                0.62317,                 1.3023,             0.00056421,             0.00056421,             0.00056421
                    271,                0.63803,                 0.3846,                0.92746,                0.81793,                0.80612,                0.82986,                0.45484,                 1.3501,                0.65936,                 1.3045,             0.00056345,             0.00056345,             0.00056345
                    272,                0.63643,                0.38267,                0.92461,                0.77825,                0.81778,                0.81152,                0.44968,                 1.3524,                0.64797,                 1.2974,             0.00056268,             0.00056268,             0.00056268
                    273,                0.64737,                0.38772,                0.93335,                0.81615,                0.80624,                 0.8267,                0.45382,                 1.3453,                0.62115,                 1.2938,             0.00056192,             0.00056192,             0.00056192
                    274,                0.63944,                0.38553,                 0.9254,                0.86179,                 0.8218,                0.83299,                0.46468,                 1.3341,                0.61983,                 1.3119,             0.00056116,             0.00056116,             0.00056116
                    275,                0.63465,                0.37623,                0.92242,                0.83297,                0.79774,                0.81843,                0.45872,                 1.3415,                0.62967,                 1.3047,              0.0005604,              0.0005604,              0.0005604
                    276,                0.63977,                 0.3808,                0.92505,                0.84422,                0.83333,                0.84036,                0.46374,                 1.3438,                0.61818,                 1.3013,             0.00055964,             0.00055964,             0.00055964
