                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    742,                0.37145,                0.24286,                0.83214,                 0.8162,                 0.8674,                0.84264,                0.46705,                 1.3316,                0.59173,                  1.356,             0.00020487,             0.00020487,             0.00020487
                    743,                0.37046,                0.24407,                0.83464,                0.81914,                0.87585,                0.84723,                 0.4687,                 1.3373,                0.58971,                 1.3575,             0.00020411,             0.00020411,             0.00020411
                    744,                0.37524,                0.24475,                0.83269,                0.81236,                0.86437,                0.83638,                0.46659,                 1.3431,                0.59228,                 1.3604,             0.00020335,             0.00020335,             0.00020335
                    745,                0.36194,                0.24091,                0.83272,                0.81879,                0.85555,                0.84129,                0.46858,                 1.3338,                0.59475,                 1.3546,             0.00020259,             0.00020259,             0.00020259
                    746,                0.37348,                0.24428,                0.83496,                0.80363,                0.83909,                0.83294,                0.45806,                 1.3287,                0.59516,                 1.3488,             0.00020182,             0.00020182,             0.00020182
                    747,                0.37626,                0.24806,                0.83409,                0.82324,                0.84807,                0.83913,                0.45898,                 1.3333,                0.60138,                  1.351,             0.00020106,             0.00020106,             0.00020106
                    748,                0.37484,                0.24569,                0.83284,                 0.8214,                0.85771,                0.84126,                0.46663,                 1.3279,                0.59504,                 1.3531,              0.0002003,              0.0002003,              0.0002003
                    749,                0.37397,                0.24505,                0.83412,                0.81634,                0.82299,                0.82473,                0.45795,                 1.3251,                0.60205,                 1.3523,             0.00019954,             0.00019954,             0.00019954
                    750,                0.38261,                0.24693,                0.83609,                0.82343,                0.83257,                0.82522,                0.45752,                   1.33,                0.59534,                 1.3557,             0.00019878,             0.00019878,             0.00019878
                    751,                0.38345,                0.24969,                0.83781,                0.79683,                0.83699,                0.82358,                0.45837,                 1.3369,                0.58816,                 1.3604,             0.00019802,             0.00019802,             0.00019802
                    752,                0.38586,                0.25027,                0.83886,                 0.8193,                0.82362,                0.83683,                0.46742,                 1.3448,                0.59425,                 1.3701,             0.00019726,             0.00019726,             0.00019726
                    753,                0.38216,                0.24726,                0.83692,                0.82884,                0.82131,                0.82824,                0.46188,                 1.3471,                0.60777,                 1.3731,             0.00019649,             0.00019649,             0.00019649
                    754,                0.36736,                0.24233,                 0.8326,                0.82621,                0.82701,                0.82102,                 0.4614,                 1.3365,                0.59964,                 1.3604,             0.00019573,             0.00019573,             0.00019573
                    755,                0.37966,                0.24662,                0.83524,                0.83464,                0.81587,                0.80686,                0.45748,                 1.3306,                0.59646,                 1.3568,             0.00019497,             0.00019497,             0.00019497
                    756,                0.37535,                0.24599,                0.83441,                0.83884,                0.82685,                0.82613,                0.46038,                 1.3218,                0.60081,                 1.3519,             0.00019421,             0.00019421,             0.00019421
                    757,                0.38725,                0.24896,                0.83222,                0.82286,                0.82564,                0.83478,                 0.4617,                 1.3334,                0.60961,                 1.3563,             0.00019345,             0.00019345,             0.00019345
                    758,                0.37718,                0.24415,                 0.8342,                0.83947,                0.82687,                0.84797,                0.46531,                 1.3295,                0.59755,                 1.3587,             0.00019269,             0.00019269,             0.00019269
                    759,                0.36825,                 0.2413,                0.83127,                0.83006,                0.82554,                0.81554,                0.45865,                 1.3338,                0.59511,                 1.3565,             0.00019193,             0.00019193,             0.00019193
                    760,                0.37086,                0.24275,                0.83646,                0.82769,                0.82343,                0.81572,                0.45707,                 1.3309,                0.59694,                   1.35,             0.00019117,             0.00019117,             0.00019117
                    761,                0.36899,                0.24166,                0.83407,                0.82369,                0.83494,                0.81713,                0.45626,                 1.3289,                0.58327,                 1.3507,              0.0001904,              0.0001904,              0.0001904
                    762,                0.37224,                0.24097,                0.83204,                0.83042,                0.83154,                0.81625,                0.46299,                  1.338,                0.58394,                 1.3606,             0.00018964,             0.00018964,             0.00018964
                    763,                 0.3697,                0.24394,                0.83477,                0.82788,                0.85076,                0.84765,                0.46934,                 1.3391,                0.58419,                  1.357,             0.00018888,             0.00018888,             0.00018888
                    764,                0.36957,                 0.2414,                0.83181,                0.83722,                 0.8475,                0.84851,                0.46899,                  1.335,                0.58064,                 1.3544,             0.00018812,             0.00018812,             0.00018812
                    765,                0.37479,                0.24298,                0.83491,                 0.8279,                 0.8369,                0.84795,                0.46366,                 1.3396,                0.58648,                 1.3505,             0.00018736,             0.00018736,             0.00018736
                    766,                0.36661,                0.24225,                0.83465,                 0.8892,                 0.8258,                0.84783,                0.46681,                  1.329,                0.58575,                 1.3513,              0.0001866,              0.0001866,              0.0001866
                    767,                0.36815,                0.24106,                0.82967,                0.90517,                0.82467,                0.85935,                0.47206,                 1.3328,                0.59763,                 1.3493,             0.00018584,             0.00018584,             0.00018584
                    768,                0.36408,                0.23759,                0.83179,                 0.8353,                0.83373,                0.83341,                0.46284,                 1.3308,                0.60054,                 1.3432,             0.00018508,             0.00018508,             0.00018508
                    769,                0.37689,                0.24794,                 0.8337,                0.91197,                0.80998,                0.85835,                0.47445,                 1.3332,                0.59322,                 1.3509,             0.00018431,             0.00018431,             0.00018431
                    770,                0.36592,                 0.2407,                0.83333,                0.89229,                0.82622,                0.86431,                0.48003,                 1.3212,                0.58558,                 1.3446,             0.00018355,             0.00018355,             0.00018355
                    771,                 0.3717,                  0.244,                 0.8365,                0.82838,                0.86304,                0.85052,                0.46926,                 1.3254,                0.58461,                 1.3482,             0.00018279,             0.00018279,             0.00018279
                    772,                0.37409,                0.24529,                0.83506,                0.82961,                0.85576,                0.83616,                0.46576,                 1.3236,                0.57982,                 1.3488,             0.00018203,             0.00018203,             0.00018203
                    773,                0.36931,                0.24274,                0.83304,                0.90341,                  0.818,                0.84074,                0.46629,                 1.3145,                0.58745,                 1.3482,             0.00018127,             0.00018127,             0.00018127
                    774,                0.36654,                0.24145,                0.83374,                0.85272,                0.85386,                0.85191,                0.46457,                 1.3236,                0.58598,                 1.3467,             0.00018051,             0.00018051,             0.00018051
                    775,                0.36897,                0.24224,                0.83552,                0.84383,                0.85725,                0.84282,                0.46696,                 1.3289,                0.59493,                 1.3472,             0.00017975,             0.00017975,             0.00017975
                    776,                 0.3702,                0.24222,                0.83177,                0.83285,                0.85726,                0.85061,                0.46851,                 1.3299,                0.58856,                 1.3498,             0.00017898,             0.00017898,             0.00017898
                    777,                 0.3684,                0.23922,                0.83214,                0.89393,                 0.8344,                0.85409,                0.47598,                 1.3329,                0.59339,                 1.3517,             0.00017822,             0.00017822,             0.00017822
                    778,                 0.3666,                0.24006,                0.83208,                0.81995,                0.85906,                0.84545,                0.46768,                 1.3269,                0.59038,                 1.3482,             0.00017746,             0.00017746,             0.00017746
                    779,                0.36423,                0.23817,                0.83523,                0.80325,                0.86818,                0.85802,                0.47361,                 1.3255,                0.58104,                 1.3476,              0.0001767,              0.0001767,              0.0001767
                    780,                0.36744,                0.24069,                0.83712,                0.81497,                0.86071,                0.84885,                0.47686,                   1.33,                0.58715,                 1.3513,             0.00017594,             0.00017594,             0.00017594
                    781,                0.35511,                 0.2347,                0.83094,                0.81769,                0.86255,                0.84324,                 0.4727,                 1.3235,                 0.5886,                 1.3465,             0.00017518,             0.00017518,             0.00017518
                    782,                0.36875,                0.24076,                0.83425,                0.81763,                0.85557,                0.85807,                0.46812,                 1.3181,                 0.5907,                 1.3447,             0.00017442,             0.00017442,             0.00017442
                    783,                0.36367,                0.23876,                0.83237,                0.83538,                0.84342,                 0.8406,                0.46493,                 1.3305,                0.58517,                 1.3439,             0.00017366,             0.00017366,             0.00017366
                    784,                0.36734,                0.23843,                 0.8325,                0.84226,                0.84878,                0.84042,                 0.4641,                 1.3319,                0.57375,                 1.3413,             0.00017289,             0.00017289,             0.00017289
                    785,                0.36033,                0.23634,                0.83066,                0.83294,                0.85383,                0.84015,                0.46725,                  1.331,                0.57049,                 1.3417,             0.00017213,             0.00017213,             0.00017213
                    786,                0.36603,                0.23951,                0.83267,                0.85225,                0.84186,                0.83796,                0.46727,                 1.3329,                  0.588,                 1.3502,             0.00017137,             0.00017137,             0.00017137
                    787,                0.35838,                0.23624,                0.83623,                0.83609,                 0.8569,                0.82325,                0.45685,                 1.3358,                0.60237,                 1.3516,             0.00017061,             0.00017061,             0.00017061
                    788,                0.36792,                0.24045,                 0.8314,                0.84905,                0.85607,                0.83709,                0.45613,                  1.335,                0.59869,                 1.3499,             0.00016985,             0.00016985,             0.00016985
                    789,                0.35824,                0.23606,                0.82858,                0.84498,                0.85743,                0.83717,                0.45814,                 1.3302,                0.59134,                 1.3503,             0.00016909,             0.00016909,             0.00016909
                    790,                0.35846,                0.23614,                0.82846,                0.82686,                0.84714,                0.81867,                0.45857,                 1.3251,                0.58564,                 1.3514,             0.00016833,             0.00016833,             0.00016833
                    791,                0.37148,                0.24155,                0.83261,                0.81176,                0.83416,                0.82527,                0.46797,                 1.3168,                0.57398,                 1.3516,             0.00016757,             0.00016757,             0.00016757
                    792,                0.36549,                0.23845,                0.83325,                0.83978,                0.83745,                0.83188,                0.46045,                 1.3192,                0.58682,                 1.3467,              0.0001668,              0.0001668,              0.0001668
                    793,                0.35638,                0.23626,                  0.828,                0.82849,                0.82739,                0.82814,                0.46514,                 1.3193,                0.58261,                 1.3467,             0.00016604,             0.00016604,             0.00016604
                    794,                0.36725,                0.23986,                 0.8352,                0.82622,                0.81835,                0.84654,                 0.4709,                 1.3248,                0.57924,                 1.3492,             0.00016528,             0.00016528,             0.00016528
                    795,                 0.3631,                0.23702,                0.82891,                0.84722,                0.82362,                0.84807,                0.46856,                 1.3263,                0.57567,                 1.3518,             0.00016452,             0.00016452,             0.00016452
                    796,                0.36154,                0.23791,                0.83066,                0.83046,                0.84815,                0.84108,                0.46257,                 1.3279,                0.58188,                 1.3531,             0.00016376,             0.00016376,             0.00016376
                    797,                0.35881,                 0.2355,                0.83074,                 0.8151,                0.84861,                0.83857,                0.46509,                 1.3247,                0.58852,                 1.3497,               0.000163,               0.000163,               0.000163
                    798,                0.36537,                 0.2387,                 0.8372,                0.82254,                0.85057,                0.83369,                0.46845,                 1.3253,                0.58873,                 1.3569,             0.00016224,             0.00016224,             0.00016224
                    799,                  0.365,                0.23886,                 0.8357,                0.82499,                0.83244,                0.83005,                0.46433,                 1.3302,                0.58359,                 1.3553,             0.00016147,             0.00016147,             0.00016147
                    800,                0.36712,                0.23911,                0.83419,                0.82121,                0.83761,                0.84199,                0.46727,                 1.3333,                0.58304,                 1.3555,             0.00016071,             0.00016071,             0.00016071
                    801,                0.37281,                0.24283,                0.83291,                 0.8264,                0.86813,                0.85176,                0.47087,                 1.3341,                0.57515,                 1.3585,             0.00015995,             0.00015995,             0.00015995
                    802,                 0.3633,                0.23864,                0.83114,                 0.8326,                0.85317,                0.84283,                 0.4684,                 1.3333,                0.58237,                 1.3556,             0.00015919,             0.00015919,             0.00015919
                    803,                0.36718,                0.24026,                0.83456,                0.80206,                0.84591,                0.82721,                0.46343,                 1.3305,                0.57989,                 1.3569,             0.00015843,             0.00015843,             0.00015843
                    804,                0.36509,                0.23831,                0.83156,                0.84031,                0.85563,                0.84887,                0.47534,                 1.3237,                 0.5764,                 1.3569,             0.00015767,             0.00015767,             0.00015767
                    805,                0.35898,                0.23762,                0.82974,                 0.8207,                0.85839,                0.85219,                0.47287,                  1.323,                0.58694,                 1.3518,             0.00015691,             0.00015691,             0.00015691
                    806,                0.37118,                0.24041,                0.83309,                0.82646,                0.84092,                0.85178,                0.46958,                 1.3194,                0.58681,                 1.3517,             0.00015615,             0.00015615,             0.00015615
                    807,                0.35115,                0.23342,                0.83101,                0.85193,                0.86121,                0.85605,                0.46888,                 1.3288,                0.58704,                 1.3587,             0.00015538,             0.00015538,             0.00015538
                    808,                0.36368,                0.23929,                0.83043,                0.83974,                 0.8479,                0.83281,                0.47157,                 1.3315,                0.58489,                 1.3574,             0.00015462,             0.00015462,             0.00015462
                    809,                0.36406,                0.23677,                0.83616,                0.83845,                0.84702,                0.82893,                0.46563,                 1.3299,                0.59658,                 1.3545,             0.00015386,             0.00015386,             0.00015386
                    810,                 0.3559,                0.23621,                0.82975,                0.83205,                0.84799,                0.84591,                0.46716,                 1.3335,                0.59371,                 1.3554,              0.0001531,              0.0001531,              0.0001531
                    811,                0.36284,                0.23879,                0.83361,                0.82492,                0.85873,                0.84623,                0.46407,                  1.338,                0.59276,                 1.3628,             0.00015234,             0.00015234,             0.00015234
                    812,                0.35697,                0.23467,                0.82744,                0.83389,                 0.8457,                0.83176,                0.45842,                 1.3421,                0.58588,                 1.3587,             0.00015158,             0.00015158,             0.00015158
                    813,                0.36262,                0.23926,                0.83481,                 0.8411,                0.85216,                0.83709,                0.45944,                 1.3349,                0.58656,                 1.3531,             0.00015082,             0.00015082,             0.00015082
                    814,                0.36681,                0.23817,                0.83321,                0.83588,                 0.8527,                0.84114,                0.46126,                 1.3301,                0.58411,                 1.3557,             0.00015005,             0.00015005,             0.00015005
                    815,                0.35617,                0.23379,                0.83138,                 0.8172,                0.85993,                 0.8512,                0.46414,                 1.3264,                0.58344,                 1.3594,             0.00014929,             0.00014929,             0.00014929
                    816,                0.36705,                0.24009,                0.83288,                0.82447,                0.85767,                0.85019,                0.46711,                 1.3371,                0.57881,                 1.3613,             0.00014853,             0.00014853,             0.00014853
                    817,                0.36287,                0.23809,                 0.8327,                0.85528,                 0.8243,                0.85435,                0.46147,                  1.342,                0.57645,                 1.3636,             0.00014777,             0.00014777,             0.00014777
                    818,                0.35157,                0.23368,                0.83015,                0.82767,                0.84251,                0.85338,                0.46296,                 1.3388,                0.57404,                  1.365,             0.00014701,             0.00014701,             0.00014701
                    819,                0.35867,                0.23324,                0.82596,                0.85304,                0.82834,                0.85435,                0.46602,                 1.3373,                0.58157,                 1.3625,             0.00014625,             0.00014625,             0.00014625
                    820,                 0.3562,                0.23275,                0.83063,                0.85013,                0.82951,                 0.8331,                0.45279,                 1.3331,                0.57943,                 1.3607,             0.00014549,             0.00014549,             0.00014549
                    821,                 0.3651,                0.23702,                0.83143,                0.84741,                0.82849,                0.83562,                0.45438,                 1.3343,                0.58352,                 1.3595,             0.00014473,             0.00014473,             0.00014473
                    822,                0.35072,                0.23171,                0.82752,                0.84385,                0.82206,                0.84005,                0.45863,                 1.3353,                0.58406,                 1.3618,             0.00014396,             0.00014396,             0.00014396
                    823,                0.35904,                 0.2347,                0.83051,                0.81827,                0.81877,                0.82483,                0.45776,                 1.3385,                0.59144,                 1.3604,              0.0001432,              0.0001432,              0.0001432
                    824,                0.35206,                0.23143,                0.82829,                0.82136,                0.84759,                0.82238,                0.45795,                 1.3263,                0.59324,                  1.353,             0.00014244,             0.00014244,             0.00014244
                    825,                0.34829,                0.22956,                0.82731,                0.83145,                0.83694,                 0.8288,                0.45895,                 1.3311,                0.59772,                  1.355,             0.00014168,             0.00014168,             0.00014168
                    826,                0.35251,                0.23444,                0.83027,                0.84018,                0.83882,                0.82866,                0.46496,                 1.3296,                0.59742,                 1.3553,             0.00014092,             0.00014092,             0.00014092
                    827,                0.35783,                0.23314,                0.83266,                0.84238,                0.84704,                0.85075,                0.46703,                 1.3225,                0.59541,                 1.3527,             0.00014016,             0.00014016,             0.00014016
                    828,                0.36099,                0.23691,                0.83279,                0.83755,                0.84503,                0.85762,                0.46904,                 1.3221,                0.59197,                 1.3552,              0.0001394,              0.0001394,              0.0001394
                    829,                 0.3639,                0.23858,                0.83165,                0.84434,                  0.845,                0.84446,                0.46431,                 1.3286,                 0.5828,                 1.3611,             0.00013864,             0.00013864,             0.00013864
                    830,                 0.3501,                0.23064,                0.82581,                0.84964,                0.84488,                0.84454,                0.46715,                 1.3267,                0.57907,                 1.3559,             0.00013787,             0.00013787,             0.00013787
                    831,                 0.3601,                0.23562,                0.83126,                0.85508,                0.84584,                0.84085,                0.46303,                 1.3293,                0.58839,                 1.3547,             0.00013711,             0.00013711,             0.00013711
                    832,                0.35258,                0.23089,                0.82858,                0.84924,                0.84509,                0.83517,                0.45981,                 1.3308,                0.58286,                 1.3551,             0.00013635,             0.00013635,             0.00013635
                    833,                0.34253,                0.22924,                0.82716,                0.82261,                0.85681,                0.83066,                0.46278,                 1.3266,                0.58355,                  1.355,             0.00013559,             0.00013559,             0.00013559
                    834,                0.34996,                0.22912,                0.82645,                0.81844,                0.85259,                0.82966,                0.46257,                 1.3208,                0.57297,                 1.3537,             0.00013483,             0.00013483,             0.00013483
                    835,                0.34987,                0.22965,                0.82565,                0.82413,                0.82832,                0.82832,                0.46194,                 1.3159,                0.57621,                   1.35,             0.00013407,             0.00013407,             0.00013407
                    836,                 0.3464,                0.22918,                0.82968,                 0.8294,                0.85232,                0.84351,                0.46239,                 1.3216,                0.57683,                 1.3541,             0.00013331,             0.00013331,             0.00013331
                    837,                0.34384,                 0.2303,                0.82613,                0.84114,                0.84624,                0.84421,                0.46404,                 1.3237,                0.58561,                 1.3571,             0.00013254,             0.00013254,             0.00013254
                    838,                0.34777,                0.22984,                0.82902,                0.83657,                0.83886,                0.83428,                0.46003,                 1.3224,                0.59811,                 1.3522,             0.00013178,             0.00013178,             0.00013178
                    839,                0.35255,                0.23209,                0.83046,                0.84407,                0.84254,                0.83409,                0.46434,                 1.3215,                0.60352,                  1.347,             0.00013102,             0.00013102,             0.00013102
                    840,                0.34529,                0.22862,                0.82708,                0.83595,                0.87394,                0.84117,                0.46421,                 1.3228,                0.60112,                 1.3476,             0.00013026,             0.00013026,             0.00013026
                    841,                0.34496,                0.22721,                 0.8275,                0.83315,                0.87156,                0.83892,                0.46266,                 1.3209,                0.60048,                 1.3467,              0.0001295,              0.0001295,              0.0001295
                    842,                0.33951,                0.22698,                0.82808,                0.83495,                0.84982,                0.83867,                0.46628,                 1.3206,                0.59906,                 1.3486,             0.00012874,             0.00012874,             0.00012874
                    843,                0.34167,                0.22613,                0.82779,                0.83817,                0.85495,                 0.8394,                0.46588,                 1.3227,                0.58804,                 1.3519,             0.00012798,             0.00012798,             0.00012798
                    844,                0.35166,                0.23316,                0.83054,                0.83225,                0.84991,                 0.8427,                0.46711,                 1.3198,                0.57958,                 1.3551,             0.00012722,             0.00012722,             0.00012722
                    845,                0.35895,                0.23412,                0.83336,                0.84145,                0.85787,                0.84352,                0.46508,                  1.323,                0.58454,                 1.3568,             0.00012645,             0.00012645,             0.00012645
                    846,                   0.34,                0.22685,                0.82643,                0.84029,                0.84743,                0.84271,                 0.4641,                 1.3231,                  0.579,                 1.3577,             0.00012569,             0.00012569,             0.00012569
                    847,                0.34749,                0.22884,                0.82687,                0.82775,                0.84492,                 0.8427,                 0.4688,                 1.3258,                0.58009,                 1.3618,             0.00012493,             0.00012493,             0.00012493
                    848,                0.34825,                0.23041,                0.83057,                0.82157,                0.86057,                0.84878,                 0.4722,                 1.3249,                0.57129,                 1.3594,             0.00012417,             0.00012417,             0.00012417
                    849,                0.35274,                0.23187,                0.82909,                0.82848,                0.88415,                0.85268,                0.47224,                 1.3289,                0.56812,                 1.3602,             0.00012341,             0.00012341,             0.00012341
                    850,                0.34949,                0.23099,                0.82644,                0.81936,                 0.8588,                0.84383,                0.46696,                 1.3292,                 0.5759,                 1.3616,             0.00012265,             0.00012265,             0.00012265
                    851,                0.34142,                 0.2268,                0.82564,                0.84147,                0.84538,                0.84203,                 0.4668,                 1.3241,                0.57774,                 1.3603,             0.00012189,             0.00012189,             0.00012189
                    852,                0.34782,                0.23052,                0.82643,                0.81843,                0.85766,                0.84672,                0.46534,                 1.3255,                0.57201,                 1.3604,             0.00012113,             0.00012113,             0.00012113
                    853,                0.33992,                 0.2271,                0.82582,                0.80178,                0.85194,                0.83363,                0.46554,                  1.328,                0.57639,                 1.3607,             0.00012036,             0.00012036,             0.00012036
                    854,                0.34837,                0.22833,                0.82802,                0.81234,                0.85963,                0.85008,                0.46768,                 1.3256,                0.58101,                 1.3564,              0.0001196,              0.0001196,              0.0001196
                    855,                0.35229,                0.23158,                0.83014,                0.85659,                0.81623,                0.84255,                0.46416,                 1.3263,                0.58407,                 1.3566,             0.00011884,             0.00011884,             0.00011884
                    856,                0.35061,                0.22706,                0.82405,                0.83462,                0.84334,                0.84517,                0.46009,                 1.3278,                0.58434,                 1.3601,             0.00011808,             0.00011808,             0.00011808
                    857,                0.33321,                0.22274,                0.82494,                0.83812,                0.83998,                0.84744,                0.46328,                 1.3275,                0.58993,                 1.3668,             0.00011732,             0.00011732,             0.00011732
                    858,                0.33803,                0.22488,                0.82741,                0.81418,                0.84872,                0.83086,                0.46441,                  1.331,                0.58692,                 1.3684,             0.00011656,             0.00011656,             0.00011656
                    859,                0.34996,                0.22887,                0.82782,                 0.8246,                0.84785,                0.83305,                0.46478,                  1.336,                0.58308,                  1.372,              0.0001158,              0.0001158,              0.0001158
                    860,                0.33871,                0.22621,                0.82658,                0.82718,                0.84664,                0.83763,                0.46388,                  1.335,                0.58274,                 1.3698,             0.00011503,             0.00011503,             0.00011503
                    861,                0.34947,                0.22986,                0.82891,                0.83055,                0.84343,                0.83086,                0.46374,                 1.3368,                0.58097,                 1.3653,             0.00011427,             0.00011427,             0.00011427
                    862,                0.33396,                0.22516,                0.82536,                0.82334,                0.84903,                0.83249,                0.46201,                 1.3291,                0.58479,                 1.3599,             0.00011351,             0.00011351,             0.00011351
                    863,                0.33788,                0.22564,                0.82573,                0.82947,                0.85782,                 0.8376,                 0.4706,                 1.3278,                  0.577,                 1.3593,             0.00011275,             0.00011275,             0.00011275
                    864,                0.34137,                0.22558,                0.82549,                0.83396,                 0.8281,                0.82134,                0.45926,                 1.3302,                0.58403,                  1.358,             0.00011199,             0.00011199,             0.00011199
                    865,                0.34153,                0.22739,                0.82803,                0.81964,                0.82819,                0.81633,                0.45618,                 1.3271,                0.58562,                 1.3564,             0.00011123,             0.00011123,             0.00011123
                    866,                0.34079,                0.22596,                0.82805,                0.80246,                0.83071,                0.82284,                0.45805,                 1.3294,                0.58754,                  1.355,             0.00011047,             0.00011047,             0.00011047
                    867,                0.33988,                0.22771,                0.82778,                0.81848,                0.82009,                0.82681,                 0.4607,                 1.3274,                0.58775,                 1.3548,             0.00010971,             0.00010971,             0.00010971
                    868,                 0.3388,                0.22339,                0.82324,                0.80179,                  0.838,                0.83411,                 0.4641,                 1.3264,                0.58673,                  1.359,             0.00010894,             0.00010894,             0.00010894
                    869,                0.34218,                0.22592,                0.82162,                0.80801,                0.83966,                0.83713,                 0.4637,                 1.3328,                0.59254,                 1.3631,             0.00010818,             0.00010818,             0.00010818
                    870,                0.34622,                0.22962,                0.82994,                 0.8325,                0.83811,                0.82806,                0.45979,                 1.3357,                0.59279,                 1.3605,             0.00010742,             0.00010742,             0.00010742
                    871,                0.34664,                0.22847,                 0.8287,                0.82253,                0.84995,                 0.8216,                0.45995,                 1.3313,                0.58698,                 1.3565,             0.00010666,             0.00010666,             0.00010666
                    872,                0.33403,                0.22367,                0.82257,                0.82729,                0.84225,                0.81946,                0.46101,                 1.3308,                0.58483,                 1.3615,              0.0001059,              0.0001059,              0.0001059
                    873,                0.34077,                 0.2243,                0.82266,                0.82479,                0.84289,                0.82606,                0.46259,                  1.334,                0.58737,                 1.3604,             0.00010514,             0.00010514,             0.00010514
                    874,                0.33627,                0.22617,                 0.8245,                0.82112,                0.83154,                 0.8284,                0.45975,                 1.3383,                0.59374,                 1.3629,             0.00010438,             0.00010438,             0.00010438
                    875,                0.33115,                0.22376,                0.82421,                0.81909,                0.82925,                 0.8348,                0.46131,                 1.3341,                0.59101,                 1.3612,             0.00010362,             0.00010362,             0.00010362
